end_date,project_id,service_line,team,project_manager,overbudget_yes,budget,building_region,nda
2016-08-23 00:00:00,3f9aa2b6-5826-e511-80da-c4346bac4b64,Strategic Planning,SB,24,1,13930,SF,true
2016-06-01 00:00:00,8600aca6-98e5-e511-80fd-c4346bac4b64,Strategic Planning,SB,50,0,3050,SF,false
2017-12-31 00:00:00,85c6d911-1c16-e611-8102-c4346bac4b64,Commissioning,SB,81,0,36510,SF,false
2015-11-28 00:00:00,5c71da2e-c47d-e511-80ef-c4346bacb92c,Compliance,SB,50,0,1750,SF,false
2016-07-15 00:00:00,53d5a150-8bb9-e511-80f7-c4346bacb92c,Strategic Planning,SB,58,0,203440,SF,true
2016-05-02 00:00:00,ebe7e0c6-d500-e611-8101-c4346bacb92c,Compliance,SB,50,1,1500,SF,false
2017-02-28 00:00:00,3359f675-cc88-e511-80f3-c4346bacdbe8,Energy Audit,SB,53,0,5900,SF,false
2016-04-20 00:00:00,8b32eb46-cf88-e511-80f3-c4346bacdbe8,Energy Audit,SB,53,1,14966,SF,false
2016-06-19 00:00:00,b601c27d-f4c5-e511-80fe-c4346bacdbe8,Strategic Planning,SB,89,1,10000,SF,false
2016-11-24 00:00:00,b56e1877-4919-e611-810c-c4346bacdbe8,Compliance,SB,50,0,2250,SF,false
2016-06-30 00:00:00,5f35bdbb-3a1d-e611-810c-c4346bacdbe8,Compliance,SB,50,0,4350,SF,false
2017-06-02 00:00:00,30832a45-920d-e711-80f5-e0071b66cf61,Strategic Planning,SB,44,0,7000,DV,false
2018-03-31 00:00:00,e00df08a-7016-e711-80f8-e0071b66cf61,Commissioning,SB,81,0,8330,SF,false
2018-06-28 00:00:00,79adb113-7116-e711-80f8-e0071b66cf61,Compliance,SB,89,0,4861.4,SF,false
2018-01-01 00:00:00,cf731e68-1247-e711-80ff-e0071b66cf61,Commissioning,SB,81,0,15370,SF,false
2018-07-03 00:00:00,cdcc3571-7262-e711-8101-e0071b66cf61,Commissioning,SB,81,1,15400,SF,false
2018-03-31 00:00:00,577cb707-2905-e811-8116-e0071b66cf61,WELL,SB,55,1,6125,SF,true
2018-03-31 00:00:00,31b35d16-c923-e811-8119-e0071b66cf61,NZE,SB,40,1,3000,SF,false
2018-12-31 00:00:00,18f2c602-cf36-e811-811c-e0071b66cf61,Strategic Planning,SB,58,0,90210,SF,true
2018-05-31 00:00:00,d8f6949e-3a38-e811-811c-e0071b66cf61,WELL,SB,44,1,10800,DV,false
2018-04-30 00:00:00,cb9ee499-a882-e711-8109-e0071b6ad191,Strategic Planning,SB,58,0,55420.5,SF,true
2019-01-31 00:00:00,97a8f71c-0aaa-e711-810d-e0071b6ad191,HPPM,SB,40,1,260000,SF,false
2019-04-03 00:00:00,c1e44aae-dec3-e711-8113-e0071b6ad191,Energy Modeling,SB,72,0,21700,SF,false
2018-06-01 00:00:00,44f1ce9e-83d4-e711-8115-e0071b6ad191,Commissioning,SB,81,0,23440,SF,false
2018-01-01 00:00:00,efd8f16f-0bda-e711-8116-e0071b6ad191,Strategic Planning,SB,44,0,7500,SF,false
2019-10-30 00:00:00,a4528ee5-9df7-e611-80fb-e0071b715b91,Energy Modeling,SB,72,0,21950,SF,false
2018-04-19 00:00:00,5f35c15c-d81b-e711-8102-e0071b715b91,Commissioning,SB,81,0,26460,SF,false
2017-12-12 00:00:00,2d1873b6-463f-e711-8108-e0071b715b91,Energy Modeling,SB,46,1,8470,SF,false
2017-08-11 00:00:00,e71c4eb7-907c-e711-810d-e0071b715b91,GPR,SB,57,1,2640,SF,false
2018-07-20 00:00:00,332fbb03-3c7d-e711-810d-e0071b715b91,Commissioning,SB,81,0,15100,SF,false
2019-01-01 00:00:00,dde65ca4-53dc-e711-811a-e0071b715b91,Energy Modeling,SB,37,0,25000,SF,false
2017-05-31 00:00:00,9e101340-5721-e711-8112-e0071b7458a1,Compliance,SB,50,0,4350,SF,false
2018-07-20 00:00:00,39df9e25-78e6-e711-812e-e0071b7458a1,Strategic Planning,SB,89,0,22910,SF,false
2018-02-01 00:00:00,da113646-88e6-e711-812e-e0071b7458a1,Energy Audit,SB,89,1,10550,SF,false
2018-05-31 00:00:00,bc5e53d9-fc01-e811-812f-e0071b7458a1,Commissioning,SB,81,0,21950,SF,false
2018-05-31 00:00:00,35eee842-fd01-e811-812f-e0071b7458a1,Commissioning,SB,81,0,5010,SF,false
2020-03-20 00:00:00,65c6cb2f-e022-ea11-a810-000d3a36880e,LEED,SB,71,1,17500,SF,true
2020-03-31 00:00:00,7eb45dfc-1459-ea11-a811-000d3a36886f,LEED,SB,82,1,7000,SF,false
2021-09-01 00:00:00,1ee9cd56-d147-ea11-a812-000d3a368be7,LEED,SB,37,1,10000,SF,false
2019-05-17 00:00:00,f8b4ad3b-23ba-e811-a95c-000d3a3780dd,LEED,SB,55,1,60500,SF,false
2019-03-01 00:00:00,bf06579a-4cbc-e811-a95c-000d3a3780dd,LEED,SB,84,0,18080,SF,false
2018-12-15 00:00:00,216eecfe-22ed-e811-a965-000d3a37839b,LEED,SB,24,1,18000,SF,false
2018-07-22 00:00:00,46e490f0-aa6d-e811-a953-000d3a37870e,LEED,SB,27,1,3500,SF,false
2019-01-01 00:00:00,a99f11cb-e3cc-e811-a960-000d3a37870e,LEED,SB,24,0,6450,SF,false
2019-10-31 00:00:00,d778ac11-89d8-e911-a98b-000d3a378dd3,LEED,SB,89,1,12469.2,SF,true
2020-01-30 00:00:00,8e083694-c1e4-e911-a98f-000d3a378dd3,LEED,SB,26,1,8650,SF,false
2019-09-05 00:00:00,abeb2213-4ab3-e911-a97e-000d3a378f36,LEED,SB,84,0,21500,SF,false
2017-01-09 00:00:00,af7c422d-5ecd-e611-80fa-5065f38afa01,LEED,SB,50,1,4000,SF,false
2018-09-13 00:00:00,281780dc-d758-e611-80e7-5065f38b4491,LEED,SB,89,1,13000.8,SF,false
2018-12-08 00:00:00,cbbc2804-e58b-e611-80ed-5065f38b4491,LEED,SB,55,1,27296,SF,false
2019-09-02 00:00:00,4985b620-6974-e611-80ea-5065f38b5171,LEED,SB,82,1,6110,SF,false
2017-02-28 00:00:00,3b101b46-4bb7-e611-80f4-5065f38b5171,LEED,SB,57,1,3465,SF,false
2015-01-01 00:00:00,e676d621-167b-e411-957d-6c3be5a6aa7c,LEED,SB,37,0,557.5,SF,false
2015-02-24 00:00:00,2cdf7572-ad2c-e411-98c5-6c3be5a6aa7c,LEED,SB,24,0,7500,SF,false
2015-05-18 00:00:00,7d3c463f-c5b7-e411-ab49-6c3be5a6aa7c,LEED,SB,24,1,15100,SF,true
2018-01-31 00:00:00,27cc22c4-1cd3-e411-9210-6c3be5a841e0,LEED,SB,24,1,23324,SF,false
2016-09-25 00:00:00,1b5ae41c-24d3-e411-9210-6c3be5a841e0,LEED,SB,37,1,30500.96,SF,false
2014-10-31 00:00:00,95696aad-47e0-e311-b46e-6c3be5a841e0,LEED,SB,58,0,6950,SF,false
2014-08-12 00:00:00,f23c7911-ce06-e411-b50b-6c3be5a841e0,LEED,SB,24,1,8500,SF,true
2014-06-30 00:00:00,c412a4ce-cf06-e411-b50b-6c3be5a841e0,LEED,SB,24,1,8493,SF,false
2014-05-01 00:00:00,f4f7b4e6-d106-e411-b50b-6c3be5a841e0,LEED,SB,24,1,71195,SF,true
2014-07-10 00:00:00,884e4ddd-d506-e411-b50b-6c3be5a841e0,LEED,SB,40,1,5500,SF,false
2015-01-27 00:00:00,8085b741-175e-e411-8a09-6c3be5a8b8b0,LEED,SB,37,0,12500,SF,false
2014-07-07 00:00:00,23413641-e306-e411-96d7-6c3be5a8b8b0,LEED,SB,24,1,4000,SF,false
2014-07-01 00:00:00,2c2cf622-e406-e411-96d7-6c3be5a8b8b0,LEED,SB,24,1,0,SF,false
2014-08-20 00:00:00,ebd93c0c-8c07-e411-96d7-6c3be5a8b8b0,LEED,SB,40,1,5000,SF,false
2018-12-31 00:00:00,a95be713-3e9c-e411-98dc-6c3be5a8b8b0,LEED,SB,58,0,101910,SF,false
2018-10-31 00:00:00,f97973e3-1065-e411-b232-6c3be5a8b8b0,LEED,SB,89,1,43947,SF,false
2014-11-14 00:00:00,72a51839-5e0c-e411-b2a1-6c3be5a8b8b0,LEED,SB,24,1,3500,SF,false
2014-12-31 00:00:00,8547d23e-730c-e411-b2a1-6c3be5a8b8b0,LEED,SB,37,0,38000,SF,true
2014-12-17 00:00:00,9c662025-2735-e411-b4d5-6c3be5a8b8b0,LEED,SB,24,0,1950,SF,false
2014-04-25 00:00:00,5bcb20cf-32b5-e311-accf-6c3be5a8ca30,LEED,SB,24,0,1000,SF,false
2013-07-31 00:00:00,9c0867fc-78ba-e111-bad6-78e3b508f847,LEED,SB,37,0,14376,SF,false
2012-02-29 00:00:00,a60867fc-78ba-e111-bad6-78e3b508f847,LEED,SB,40,0,14925,SF,False
2013-09-24 00:00:00,31287352-b740-e211-8a15-78e3b51146cf,LEED,SB,40,0,10333,SF,false
2016-11-30 00:00:00,5cd140fe-897c-e311-8b1b-78e3b51146cf,LEED,SB,24,1,10000,SF,false
2013-11-04 00:00:00,654aafd2-9a2c-e311-8b1c-78e3b51146cf,LEED,SB,24,0,10160,SF,false
2015-02-28 00:00:00,cd358680-1835-e311-8b1c-78e3b51146cf,LEED,SB,24,1,2000,SF,false
2013-11-04 00:00:00,b7a1c4e6-bc0d-e211-8b25-78e3b51146cf,LEED,SB,24,1,54722.2,SF,false
2013-03-23 00:00:00,565776ef-f690-e211-8bd7-78e3b51146cf,LEED,SB,40,0,14120,SF,False
2015-02-28 00:00:00,56584083-6d95-e211-8bd7-78e3b51146cf,LEED,SB,24,0,47260,SF,false
2014-06-12 00:00:00,50042449-c5da-e211-97d3-78e3b51146cf,LEED,SB,40,1,735,SF,false
2013-01-01 00:00:00,75b22527-7fba-e111-b5df-78e3b511a685,LEED,SB,40,0,9917,SD,false
2013-08-30 00:00:00,d31fcb4b-cf13-e211-8b1a-78e3b511b601,LEED,SB,24,1,9000,SF,false
2013-10-11 00:00:00,32a9addd-55ee-e211-8c1d-78e3b511b601,LEED,SB,24,1,9548,SF,false
2013-07-31 00:00:00,55db786b-e3de-e211-8c41-78e3b511b601,LEED,SB,37,1,1240,SF,false
2013-11-13 00:00:00,10ac12b4-fdcd-e211-8c54-78e3b511b601,LEED,SB,40,1,1000,SF,false
2013-11-25 00:00:00,abcfd399-6103-e211-b721-78e3b511b601,LEED,SB,24,1,34055,SF,false
2014-01-13 00:00:00,283b56f9-b019-e311-b7e1-78e3b511b601,LEED,SB,24,1,3750,SF,false
2014-03-31 00:00:00,d202d746-1b2a-e311-b7e1-78e3b511b601,LEED,SB,24,0,5774,SF,false
2015-06-30 00:00:00,e531f6b1-2ce5-e411-bc42-a45d36fc0a08,LEED,SB,37,0,6465,SF,false
2013-10-24 00:00:00,b1a5d267-437e-43b8-b74f-b0dc00d00885,LEED,SB,40,1,0,SF,false
2016-03-11 00:00:00,947eadb2-f2db-e511-8104-c4346bac0260,LEED,SB,24,1,3035,SF,false
2017-07-15 00:00:00,99d88539-d49a-e511-80f3-c4346bac4b64,LEED,SB,37,0,6800,SF,false
2017-03-15 00:00:00,5b078853-96a3-e511-80f3-c4346bac4b64,LEED,SB,24,1,24350,SF,false
2017-02-28 00:00:00,6b6a3bdf-fe57-e511-80e8-c4346bacb92c,LEED,SB,37,0,34099.33,SF,false
2015-10-31 00:00:00,de5d0338-0258-e511-80e8-c4346bacb92c,LEED,SB,37,0,104796.07,SF,false
2016-06-30 00:00:00,1e4c4255-c188-e511-80f1-c4346bacb92c,LEED,SB,50,1,14850,SF,true
2016-05-31 00:00:00,b83e0eb9-c688-e511-80f1-c4346bacb92c,LEED,SB,24,1,14850,SF,true
2016-03-31 00:00:00,5567af6b-d9b3-e511-80f7-c4346bacb92c,LEED,SB,24,1,7500,SF,false
2018-12-03 00:00:00,d3065df1-9bfa-e511-8109-c4346bacdbe8,LEED,SB,44,1,100010,SF,false
2018-12-31 00:00:00,33d72ab1-0d17-e611-810c-c4346bacdbe8,LEED,SB,24,1,8000,SF,false
2017-09-01 00:00:00,0d4ed731-1247-e711-80ff-e0071b66cf61,LEED,SB,43,0,22000,SF,false
2017-08-31 00:00:00,268ef2ff-3a67-e711-8101-e0071b66cf61,LEED,SB,57,0,6100,SF,false
2019-12-15 00:00:00,7b517b06-0b73-e711-8102-e0071b66cf61,LEED,SB,55,1,16400,SF,false
2018-01-31 00:00:00,6cb650dc-aca4-e711-8107-e0071b66cf61,LEED,SB,55,0,3300,SF,false
2018-02-01 00:00:00,552a146b-c1c8-e711-810f-e0071b66cf61,LEED,SB,82,1,11404,SF,false
2017-12-29 00:00:00,9879f1a9-be76-e711-8108-e0071b6ad191,LEED,SB,44,0,7120,SF,false
2017-10-25 00:00:00,7051a608-1d9c-e711-810c-e0071b6ad191,LEED,SB,24,0,4125,SF,false
2020-07-01 00:00:00,bf7d6cf3-0bb5-e711-8110-e0071b6ad191,LEED,SB,82,1,62992,SF,true
2020-03-31 00:00:00,3da60549-4303-e711-80fd-e0071b715b91,LEED,SB,89,1,13000,SF,false
2018-01-31 00:00:00,8cf6947e-0a2a-e711-8105-e0071b715b91,LEED,SB,24,0,5435,SF,false
2018-01-31 00:00:00,d9604e02-3d2c-e711-8105-e0071b715b91,LEED,SB,55,1,17670.75,SF,false
2018-07-20 00:00:00,9cd9bb76-736d-e711-810b-e0071b715b91,LEED,SB,55,1,3067.89,SF,false
2017-12-31 00:00:00,6e75f692-a08e-e711-810f-e0071b715b91,LEED,SB,89,0,13110,SF,false
2020-01-15 00:00:00,64c4ed32-a012-e811-811d-e0071b715b91,LEED,SB,89,0,13000,SF,false
2018-06-06 00:00:00,f59cf68e-d54a-e711-811b-e0071b7458a1,LEED,SB,55,1,7000,SF,false
2018-02-21 00:00:00,451c26e8-b70d-e811-812f-e0071b7458a1,LEED,SB,44,0,7500,DV,false
2018-04-01 00:00:00,5530259b-2222-e811-8131-e0071b7458a1,LEED,SB,24,1,1650,SF,false
2017-08-11 00:00:00,540867fc-78ba-e111-bad6-78e3b508f847,Commissioning,SB,51,0,41231,SF,false
2012-07-01 00:00:00,560867fc-78ba-e111-bad6-78e3b508f847,GPR,SB,37,0,21600,SF,false
2013-04-01 00:00:00,680867fc-78ba-e111-bad6-78e3b508f847,Commissioning,SB,51,0,19858,SF,false
2013-10-01 00:00:00,7e0867fc-78ba-e111-bad6-78e3b508f847,Commissioning,SB,51,0,44832,SF,false
2013-07-01 00:00:00,860867fc-78ba-e111-bad6-78e3b508f847,Energy Modeling,SB,37,1,22360,SF,false
2013-05-09 00:00:00,880867fc-78ba-e111-bad6-78e3b508f847,LEED,SB,24,1,2000,SF,False
2012-09-17 00:00:00,920867fc-78ba-e111-bad6-78e3b508f847,LEED,SB,24,0,1500,SF,False
2012-03-31 00:00:00,9e0867fc-78ba-e111-bad6-78e3b508f847,Energy Modeling,SB,40,1,2072,SF,false
2013-04-18 00:00:00,a20867fc-78ba-e111-bad6-78e3b508f847,Commissioning,SB,51,0,10132,SF,False
2013-04-09 00:00:00,3d753e15-565c-e211-8a15-78e3b51146cf,Energy Modeling,SB,51,0,8950,SF,false
2013-12-31 00:00:00,8873639b-2038-e311-8b1c-78e3b51146cf,LEED,SB,24,0,4700,SF,false
2016-08-15 00:00:00,c2e472e9-1901-e211-8b25-78e3b51146cf,Commissioning,SB,51,0,25081,SF,false
2013-09-04 00:00:00,2cc4dfb8-1c01-e211-8b25-78e3b51146cf,Commissioning,SB,51,0,66321,SF,false
2014-07-22 00:00:00,dc0da84c-2101-e211-8b25-78e3b51146cf,Commissioning,SB,51,0,10481,SF,false
2012-10-23 00:00:00,584993f6-ee07-e211-8b25-78e3b51146cf,Energy Audit,SB,70,0,8950,SF,False
2013-05-08 00:00:00,4d562f7a-800d-e211-8b25-78e3b51146cf,LEED,SB,24,1,2200,SF,False
2013-09-01 00:00:00,53355108-6512-e211-8b25-78e3b51146cf,Commissioning,SB,51,0,12231,SF,false
2013-04-22 00:00:00,684b1aa2-9661-e211-8c09-78e3b51146cf,Energy Audit,SB,51,1,14025,SF,false
2015-03-01 00:00:00,886f0d86-856a-e211-8c09-78e3b51146cf,Commissioning,SB,51,1,17353.03,SF,false
2012-09-10 00:00:00,58a7d950-55db-e111-8c2b-78e3b51146cf,LEED,SB,24,0,9520,SF,false
2013-04-17 00:00:00,28b6a23e-6e28-e211-8d52-78e3b51146cf,Commissioning,SB,51,1,9425,SF,false
2013-02-12 00:00:00,bf323b1a-0b29-e211-8d52-78e3b51146cf,LEED,SB,24,1,1300,SF,False
2013-06-27 00:00:00,ff721a23-0c29-e211-8d52-78e3b51146cf,Energy Audit,SB,24,1,15950,SF,false
2012-08-01 00:00:00,e2f5bf39-3dc5-e111-8d5c-78e3b51146cf,LEED,SB,37,0,5281.25,SF,false
2012-06-28 00:00:00,47553af0-60c5-e111-8d5c-78e3b51146cf,Compliance,SB,37,0,4000,SF,False
2013-01-22 00:00:00,35419b3e-fad1-e111-8d5c-78e3b51146cf,LEED,SB,40,0,5000,SF,false
2012-10-26 00:00:00,4729ac5a-71ba-e111-b5df-78e3b511a685,Energy Audit,SB,24,0,3950,SF,False
2013-06-24 00:00:00,4d29ac5a-71ba-e111-b5df-78e3b511a685,Energy Modeling,SB,37,1,68479,SF,false
2012-12-12 00:00:00,5b29ac5a-71ba-e111-b5df-78e3b511a685,LEED,SB,40,1,7500,SF,False
2013-04-18 00:00:00,5d29ac5a-71ba-e111-b5df-78e3b511a685,Commissioning,SB,51,0,10132,SF,false
2013-06-01 00:00:00,8d29ac5a-71ba-e111-b5df-78e3b511a685,Commissioning,SB,51,0,10132,SF,false
2014-08-08 00:00:00,9929ac5a-71ba-e111-b5df-78e3b511a685,Commissioning,SB,51,1,10132,SF,false
2013-02-05 00:00:00,b729ac5a-71ba-e111-b5df-78e3b511a685,LEED,SB,37,1,16125,SF,False
2013-06-26 00:00:00,7fb22527-7fba-e111-b5df-78e3b511a685,LEED,SB,24,0,50500,SF,false
2012-09-01 00:00:00,81b22527-7fba-e111-b5df-78e3b511a685,Energy Audit,SB,24,0,27750,SF,false
2012-08-01 00:00:00,c303659a-83ba-e111-b5df-78e3b511a685,Energy Modeling,SB,40,0,23146,SF,false
2012-06-30 00:00:00,9ddf0e4e-52c1-e111-8af8-78e3b511b601,Energy Modeling,SB,40,1,6500,SF,false
2013-03-31 00:00:00,54376dee-f2c9-e111-8af8-78e3b511b601,LEED,SB,37,0,8000,SF,False
2012-09-30 00:00:00,46844b4d-4dd1-e111-8af8-78e3b511b601,Energy Audit,SB,24,1,4725,SF,false
2013-05-22 00:00:00,a9ce102f-51d1-e111-8af8-78e3b511b601,Compliance,SB,70,0,2550,SF,False
2015-06-30 00:00:00,9e8e0b33-52d1-e111-8af8-78e3b511b601,Commissioning,SB,51,1,16921,SF,false
2012-09-18 00:00:00,5e00652b-b8d6-e111-8af8-78e3b511b601,LEED,SB,40,1,2500,SF,False
2013-12-31 00:00:00,85da1270-2013-e211-8b1a-78e3b511b601,Energy Modeling,SB,51,0,38500,SF,false
2013-02-07 00:00:00,b0b4c95b-cd13-e211-8b1a-78e3b511b601,Energy Audit,SB,24,1,7000,SF,false
2012-12-21 00:00:00,aaf9695a-a838-e211-8b98-78e3b511b601,LEED,SB,37,0,3375,SF,False
2013-02-15 00:00:00,a8db0687-f555-e211-8b98-78e3b511b601,Energy Modeling,SB,51,1,3500,SF,false
2013-10-16 00:00:00,089c88b9-f7dc-e111-8bb2-78e3b511b601,Commissioning,SB,51,0,10741,SF,False
2013-01-01 00:00:00,859e461c-84ba-e111-8be7-78e3b511b601,LEED,SB,24,0,21723.02,SF,false
2013-04-15 00:00:00,9aa72c0f-85ba-e111-8be7-78e3b511b601,Commissioning,SB,51,0,12721,SF,false
2013-04-17 00:00:00,38fe4d79-86ba-e111-8be7-78e3b511b601,Commissioning,SB,51,0,6236,SF,false
2012-08-12 00:00:00,cec1403a-87ba-e111-8be7-78e3b511b601,Energy Audit,SB,24,0,3200,SF,false
2013-06-30 00:00:00,3c5dcbf2-8a7b-e211-8c15-78e3b511b601,Commissioning,SB,51,0,10231,SF,false
2018-01-31 00:00:00,2bfe208e-6463-e211-8d2f-78e3b511b601,Commissioning,SB,51,1,28831,SF,false
2013-07-01 00:00:00,65d87c4f-5367-e211-8d2f-78e3b511b601,LEED,SB,40,1,10000,SF,false
2013-02-08 00:00:00,c1e8e41c-f76e-e211-8d2f-78e3b511b601,Energy Modeling,SB,51,1,16450,SF,false
2013-04-23 00:00:00,f371df1b-f86e-e211-8d2f-78e3b511b601,Energy Modeling,SB,51,0,3150,SF,false
2013-05-17 00:00:00,7cb5e811-5f07-e211-b721-78e3b511b601,Energy Audit,SB,24,0,26297.5,SF,false
2013-06-20 00:00:00,49b6cb99-aa4b-e211-8a15-78e3b51146cf,HPPM,PM,37,1,7747.5,SF,false
2013-05-31 00:00:00,3bb0898e-a67b-e211-8b44-78e3b51146cf,Incentives & Rebates,PM,70,0,4960,SF,false
2013-09-30 00:00:00,9904d97b-d785-e211-8bd7-78e3b51146cf,HPPM,PM,37,0,49090,SF,false
2012-07-31 00:00:00,0e15a8e4-d6ba-e111-8ca7-78e3b51146cf,Incentives & Rebates,PM,70,1,2100,SF,false
2011-12-01 00:00:00,7329ac5a-71ba-e111-b5df-78e3b511a685,Compliance,PM,37,1,4520,SF,false
2013-04-04 00:00:00,83b22527-7fba-e111-b5df-78e3b511a685,HPPM,PM,37,1,5650,SF,false
2015-10-31 00:00:00,12da717d-41db-e111-8bb2-78e3b511b601,Incentives & Rebates,PM,37,0,7500,SF,false
2013-04-10 00:00:00,b904f140-b970-e211-8c15-78e3b511b601,HPPM,PM,37,1,8700,SF,false
2016-08-01 00:00:00,b52c962d-48ed-e111-b721-78e3b511b601,Compliance,PM,58,1,72760,SF,false
2012-10-31 00:00:00,96aabcfd-b509-e211-b721-78e3b511b601,HPPM,PM,40,0,4600,SF,False
2020-01-31 00:00:00,21659830-7cd9-e911-a98c-000d3a378dd3,Strategic Planning,OP,49,1,13455,DV,false
2020-01-30 00:00:00,d0b7be13-e4de-e911-a98e-000d3a378dd3,Compliance,EN,33,0,2250,SF,false
2020-02-01 00:00:00,53d9662b-e1f6-e911-a813-000d3a36886f,PM TI,PM,21,1,16380,SF,false
2019-02-22 00:00:00,791b861c-fb59-e811-a94e-000d3a37870e,PM TI,PM,54,1,185714,SF,false
2020-01-15 00:00:00,b097d474-32cf-e911-a97c-000d3a378ca2,PM TI,PM,54,1,6197.5,SF,false
2019-03-31 00:00:00,97a95046-ae6d-e811-a956-000d3a378f36,PM TI,PM,54,1,59500,SF,false
2017-02-28 00:00:00,ec2c9967-65d7-e611-80fa-5065f38afa01,HPPM,PM,37,1,10000,SF,false
2017-11-22 00:00:00,24f3fa9c-4392-e211-8bd7-78e3b51146cf,HPPM,PM,70,1,0,SF,false
2020-02-01 00:00:00,d33e6085-c835-ea11-a813-000d3a368be7,Strategic Planning,PM,37,0,6000,SF,false
2019-10-01 00:00:00,fae7ca11-7c51-e911-a971-000d3a3780dd,PM Ground Up,PM,37,0,17412,SF,false
2020-03-01 00:00:00,9f6b883a-c6cd-e911-a979-000d3a3780dd,PM TI,PM,32,0,38000,SF,false
2020-03-01 00:00:00,4a6c7d00-c8cd-e911-a979-000d3a3780dd,PM TI,PM,25,0,47700,SF,false
2019-09-01 00:00:00,5dba3750-aa75-e911-a977-000d3a37839b,PM Ground Up,PM,37,1,299192.75,SF,false
2022-07-31 00:00:00,42c1b89f-6014-e911-a966-000d3a37870e,PM Ground Up,PM,37,0,170000,DV,false
2019-09-30 00:00:00,db4b1d11-8cd8-e911-a98b-000d3a378dd3,PM Ground Up,PM,25,1,46641,SF,false
2019-03-01 00:00:00,6bdde777-5117-e911-a966-000d3a3780dd,PM TI,PM,54,1,8350,SF,false
2019-05-31 00:00:00,6db43bf5-5217-e911-a966-000d3a3780dd,PM TI,PM,54,1,16480,SF,false
2018-08-31 00:00:00,3b192c6c-c574-e811-a956-000d3a37839b,LEED,PM,37,0,0,SF,false
2018-08-31 00:00:00,67b29502-c674-e811-a956-000d3a37839b,Strategic Planning,PM,37,0,4000,SF,false
2018-10-30 00:00:00,e69a59aa-4f94-e811-a959-000d3a37839b,PM TI,PM,54,1,1485,SF,false
2019-08-31 00:00:00,162c54f8-77f2-e811-a965-000d3a37839b,Energy Audit,PM,37,1,10000,SF,false
2019-04-30 00:00:00,4a4b3e7a-58fe-e811-a96a-000d3a37839b,PM TI,PM,54,1,37750,SF,false
2018-12-31 00:00:00,127f139e-9d78-e811-a953-000d3a37870e,HPPM,PM,58,1,30200,SF,false
2019-09-01 00:00:00,0c5861a2-9e78-e811-a953-000d3a37870e,HPPM,PM,37,0,99855,SF,false
2019-05-31 00:00:00,451c6b54-fb0a-e911-a964-000d3a37870e,PM TI,PM,54,1,19570,SF,false
2018-12-31 00:00:00,d4cabc53-3089-e811-a957-000d3a378dd3,PM TI,PM,77,0,40785,SF,true
2019-02-28 00:00:00,368f5acd-c8a4-e811-a95a-000d3a378dd3,HPPM,PM,37,0,198091,SF,false
2018-12-10 00:00:00,b7bf7f01-d8f1-e811-a962-000d3a378dd3,Strategic Planning,PM,37,0,9700,SF,false
2018-01-31 00:00:00,024c4c6f-0fc3-e611-80f9-5065f38afa01,Compliance,PM,66,1,3489.6,SF,false
2017-05-31 00:00:00,a1ff3e54-e4b7-e611-80f4-5065f38b4491,Strategic Planning,PM,37,1,6000,SF,false
2016-09-27 00:00:00,61312bbf-9f86-e611-80ed-5065f38b5171,Brokerage,PM,69,0,8000,SF,false
2019-01-01 00:00:00,1a3c5fd4-40be-e611-80f5-5065f38b5171,Energy Modeling,PM,37,0,12125,SF,false
2018-01-31 00:00:00,4ffa9dbc-01e7-e611-80f9-5065f38b5171,LBC,PM,66,0,3700,SF,false
2016-12-15 00:00:00,123a3769-0ff8-e311-93d1-6c3be5a6aa7c,HPPM,PM,37,0,7020,SF,false
2014-08-18 00:00:00,b8b8f736-8b13-e411-964e-6c3be5a6aa7c,Compliance,PM,51,0,2200,SF,false
2015-03-21 00:00:00,bda6328d-a4a1-e411-b301-6c3be5a6aa7c,Incentives & Rebates,PM,37,0,660,SF,false
2014-08-14 00:00:00,15920e5e-7d38-e411-b376-6c3be5a6aa7c,LEED,PM,58,0,4250,SF,false
2014-08-09 00:00:00,5d9d2a0c-5ac0-e311-aa0f-6c3be5a841e0,LCCA,PM,24,1,10000,SF,false
2014-08-20 00:00:00,10c6b2da-8fdf-e311-b46e-6c3be5a841e0,HPPM,PM,40,1,17500,SF,false
2016-03-01 00:00:00,468e264f-d102-e411-b50b-6c3be5a841e0,HPPM,PM,40,0,94200,SF,false
2016-08-27 00:00:00,b4660649-212e-e411-bfa0-6c3be5a841e0,Incentives & Rebates,PM,37,0,50000,SF,false
2014-12-03 00:00:00,cc734b42-db70-e411-83c9-6c3be5a8b8b0,HPPM,PM,24,0,4810,SF,true
2015-07-31 00:00:00,6c3e4f13-23b6-e411-8d3b-6c3be5a8b8b0,Strategic Planning,PM,40,1,491351,SF,true
2015-05-20 00:00:00,dcbe7b8c-61e0-e311-9408-6c3be5a8b8b0,Compliance,PM,58,0,10000,SF,false
2014-05-16 00:00:00,db290968-c695-e311-a9b6-6c3be5a8b8b0,Incentives & Rebates,PM,70,0,16250,SF,false
2013-08-30 00:00:00,e42f875e-4fee-e211-8a2e-78e3b51146cf,HPPM,PM,37,1,14950,SF,false
2014-01-15 00:00:00,9fddb58f-5167-e311-8b1b-78e3b51146cf,Incentives & Rebates,PM,51,1,1080,SF,false
2014-02-28 00:00:00,a2352007-e182-e311-8b1b-78e3b51146cf,Incentives & Rebates,PM,51,1,5900,SF,false
